"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"264O5da5Insceb26qjx5tF","DK Goat","TopGunn","42","-2","8","DK","2023-10-21","54","True","108542","DK GOAT","2023-10-13","0.86","0.448","1","-9.02","1","0.427","0.223","0.0","0.135","0.636","138.875","4"
"4sGUkfsLxIK4tZxLZt0unU","Balancen (feat. Kesi)","TopGunn, KESI","41","-6","9","DK","2023-10-21","55","True","173069","DK GOAT","2023-10-13","0.633","0.562","5","-7.94","1","0.464","0.093","0.0","0.175","0.344","112.585","5"
"2rfl7SRwfel3gNhXBmL60u","Verden Vågner (feat. Saveus)","Gilli, Saveus","40","-1","10","DK","2023-10-21","62","False","156136","Suave World","2022-10-15","0.565","0.764","5","-5.452","0","0.306","0.371","0.00192","0.123","0.734","94.686","4"
"6OpqjaayXiYMijD5HYDEE9","10% mere","TopGunn","39","-5","11","DK","2023-10-21","62","False","109462","10% mere","2023-06-16","0.773","0.68","4","-4.882","1","0.126","0.0486","0.0","0.0834","0.96","97.065","4"
"18jOIUboPPzwu84t9GlUKu","Under Radar","Benny Jamz, Gilli, KESI, B.O.C","38","4","12","DK","2023-10-21","62","True","190057","Under Radar","2023-06-08","0.838","0.564","1","-6.704","1","0.178","0.0042","0.000161","0.114","0.488","129.938","4"
"6bJJTDQthQY85h4W1l0vad","Hvor Som Helst","Tessa","37","1","13","DK","2023-10-21","63","True","136218","Tessas Hævn (Igen Bitch)","2023-07-07","0.833","0.672","4","-5.116","0","0.198","0.0203","0.0","0.105","0.397","107.02","4"
"4EKSw9Jzun2WFvjm2HU58X","Flyvende Faduma","Tobias Rahim","36","-4","14","DK","2023-10-21","63","False","198659","Når sjælen kaster op","2022-10-21","0.686","0.779","7","-5.907","1","0.0316","0.0636","5.42e-06","0.383","0.557","75.0","4"
"4utLwWSxHMamLd9siyFv5Q","Tro På Kærlighed","Gobs","35","1","15","DK","2023-10-21","62","False","158957","KNUSTE HJERTER HELER ALDRIG","2023-04-11","0.708","0.77","5","-5.102","0","0.105","0.129","0.0","0.135","0.545","144.04","4"
"2u6qnTEIn0jemEwJJW147m","F'social angst","Tobias Rahim","34","7","16","DK","2023-10-21","58","False","244488","F'social angst","2023-10-04","0.709","0.76","7","-4.813","1","0.0321","0.196","0.0","0.22","0.448","136.984","4"
"0Mo3Jmq9uU1QJyhZu4DkR5","smugryger","andreas odbjerg","33","-2","17","DK","2023-10-21","63","False","163254","smugryger","2023-03-31","0.841","0.541","8","-7.567","0","0.0425","0.162","2.59e-05","0.0568","0.813","140.039","4"
"4uD38j8IHpg5g8LFOlV1XV","hva status","Artigeardit, Lamin","32","-2","18","DK","2023-10-21","63","True","177263","nu hvor vi er her","2023-09-01","0.532","0.624","9","-9.331","0","0.435","0.0202","0.0","0.13","0.515","138.793","4"
"5Eh1nj7IjV9lwpcKAkidyY","One Of Your Girls","Troye Sivan","31","6","19","DK","2023-10-21","80","False","181481","Something To Give Each Other","2023-10-13","0.629","0.654","11","-7.852","0","0.0584","0.0878","0.00655","0.22","0.799","93.034","4"
"38xttLsyfUwd284fbNjymm","Jumeirah","ICEKIID, Artigeardit","30","-1","20","DK","2023-10-21","63","True","162487","Jumeirah","2023-05-12","0.802","0.839","7","-4.742","1","0.0627","0.109","1.84e-05","0.0886","0.667","102.955","4"
"1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift","29","4","21","DK","2023-10-21","99","False","178426","Lover","2019-08-23","0.552","0.702","9","-5.707","1","0.157","0.117","2.06e-05","0.105","0.564","169.994","4"
"1QYu15XcUvIzbniUykHudF","xoxo (feat. ICEKIID)","Artigeardit, Lamin, ICEKIID","28","0","22","DK","2023-10-21","63","True","181902","nu hvor vi er her","2023-09-01","0.808","0.611","11","-5.065","0","0.41","0.204","0.0","0.0785","0.815","93.032","4"
"3ZsAluSu04Fd3LVZzLtv2B","Vi 1","Tobias Rahim","27","0","23","DK","2023-10-21","65","True","169599","Vi 1","2023-06-02","0.685","0.828","0","-5.441","1","0.0391","0.138","0.0","0.171","0.411","129.994","4"
"0BGEImCBesJKIm5kZ0fOkH","STOR MAND (feat. Andreas Odbjerg)","Tobias Rahim, andreas odbjerg","26","0","24","DK","2023-10-21","64","True","182816","Når sjælen kaster op","2022-10-21","0.667","0.671","5","-6.097","1","0.0466","0.178","0.0","0.19","0.493","145.975","4"
"2FDTHlrBguDzQkp7PVj16Q","Sprinter","Dave, Central Cee","25","0","25","DK","2023-10-21","94","True","229133","Sprinter","2023-06-01","0.916","0.583","1","-8.067","1","0.241","0.186","0.0","0.0798","0.661","141.095","4"
"5fS3B6lae85C2rA8jPfoE2","DRØM MIG VÆK","D1MA","24","0","26","DK","2023-10-21","63","True","163533","DRØM MIG VÆK","2022-04-01","0.796","0.602","4","-8.635","0","0.135","0.134","2.83e-06","0.0829","0.409","133.018","4"
"13WzDquxQyCnJwQTAf3Xdl","Bump (feat. Lamin)","TopGunn, Lamin","23","-1","27","DK","2023-10-21","55","True","170698","DK GOAT","2023-10-13","0.845","0.555","1","-4.54","1","0.273","0.12","4.27e-06","0.0767","0.716","94.117","4"
"53HToqrRc4NB5CBOUJjSWH","Topform (feat. Lamin)","KESI, Lamin","22","1","28","DK","2023-10-21","63","True","141833","TILLYKKE","2023-09-06","0.751","0.698","8","-5.66","1","0.324","0.0768","0.0","0.0628","0.683","91.597","4"
"1ic0b3srMKuadfg4z9TSLK","Copenhagen","TopGunn","21","0","29","DK","2023-10-21","57","True","166808","DK GOAT","2023-10-13","0.778","0.793","6","-4.905","0","0.256","0.0712","0.0","0.228","0.591","91.004","4"
"4hI2NaagyNj7N5kS9M9vVh","Som Forleden","Lamin","20","0","30","DK","2023-10-21","65","True","161841","Som Forleden","2023-06-02","0.759","0.797","4","-6.405","0","0.169","0.141","0.0","0.373","0.798","100.062","4"
"1F1I56Ye8w74inE5krVYF9","Tilfældigt (feat. D1MA)","Caroline Dubois, D1MA","19","0","31","DK","2023-10-21","64","True","170573","Tilfældigt (feat. D1MA)","2023-07-06","0.79","0.566","4","-7.795","1","0.0781","0.257","1.66e-06","0.0993","0.42","111.089","4"
"1BrhRqAJRa8YweyLVNCBQm","Et Sted Herude","Gobs","18","-1","32","DK","2023-10-21","65","True","137475","Et Sted Herude","2023-08-25","0.592","0.855","9","-4.305","0","0.293","0.1","0.0","0.218","0.618","134.032","4"
"6OSHB3gKDyYTNNmCiOlpIc","Føles Godt (feat. Mekdes)","URO, Mekdes","17","1","33","DK","2023-10-21","65","False","170611","Føles Godt","2023-01-13","0.621","0.684","0","-5.944","1","0.0603","0.395","0.0","0.152","0.336","80.954","4"
"5yiJTfrtlzDsVMDshFLUna","vi ku' blive","Artigeardit, Lamin","16","0","34","DK","2023-10-21","61","True","207010","nu hvor vi er her","2023-09-01","0.63","0.614","1","-5.636","1","0.294","0.337","0.0","0.121","0.394","84.814","4"
"56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red","Doja Cat","15","-1","35","DK","2023-10-21","88","True","230480","Scarlet","2023-09-20","0.864","0.556","2","-7.683","0","0.194","0.255","3.85e-06","0.112","0.726","99.974","4"
"3neYAjvKDOfvBUpIgReOkC","MOONLIGHT","D1MA","14","1","36","DK","2023-10-21","63","True","197043","EV1GT&ALT1D","2023-03-16","0.714","0.492","8","-8.252","0","0.209","0.566","0.0","0.325","0.557","118.987","4"
"19Lap3pvucrN4aEBmmBZRn","2 Kanoner","Merro8","13","0","37","DK","2023-10-21","64","True","160615","2 Kanoner","2023-08-25","0.776","0.707","9","-5.43","1","0.104","0.292","0.0","0.174","0.82","130.083","4"
"6P8HH4mh0jmGlOhHwAkY5o","Jeg Ka' Rigtig Godt Li' Dig (feat. andreas odbjerg)","Ida Laurberg, andreas odbjerg","12","-1","38","DK","2023-10-21","67","False","186242","Jeg Ka' Rigtig Godt Li' Dig (feat. andreas odbjerg)","2023-06-02","0.739","0.771","5","-6.358","0","0.0616","0.152","0.0","0.16","0.808","89.978","4"
"2HafqoJbgXdtjwCOvNEF14","Si No Estás","iñigo quintero","11","1","39","DK","2023-10-21","96","False","184061","Si No Estás","2022-09-23","0.537","0.421","5","-8.72","1","0.0285","0.827","0.0","0.138","0.524","98.224","4"
"5dNSfOZb6AlEF0Xg6C970o","Uden Dig","Ukendt Kunstner","10","0","40","DK","2023-10-21","66","False","191341","Dansktop","2023-05-12","0.732","0.737","1","-7.234","0","0.115","0.31","0.000223","0.0906","0.88","163.084","4"
"5mjYQaktjmjcMKcUIcqz4s","Strangers","Kenya Grace","9","-1","41","DK","2023-10-21","98","False","172964","Strangers","2023-09-01","0.628","0.523","11","-8.307","0","0.0946","0.701","0.00274","0.219","0.416","169.982","4"
"0GFJI3tJuE9S3su4H8Co2G","Je Ka Jo","ICEKIID","8","1","42","DK","2023-10-21","63","True","178556","Je Ka Jo","2023-09-29","0.868","0.741","8","-4.448","0","0.0983","0.168","4.31e-06","0.0894","0.89","112.044","4"
"5aIVCx5tnk0ntmdiinnYvw","Water","Tyla","7","0","43","DK","2023-10-21","92","False","200255","Water","2023-07-28","0.673","0.722","3","-3.495","0","0.0755","0.0856","0.0","0.137","0.519","117.187","4"
"59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe","6","0","44","DK","2023-10-21","94","True","132359","Prada","2023-08-11","0.638","0.717","8","-5.804","1","0.0375","0.001","1.79e-06","0.113","0.422","141.904","4"
"5cNxyZy9r5f8m2L7it8ZtB","Tak For Sidst","Gobs","5","0","45","DK","2023-10-21","69","False","154154","Tak For Sidst","2023-06-09","0.815","0.613","7","-4.785","1","0.236","0.0897","0.0","0.0949","0.649","134.926","4"
"3aQzeklWllLWZSH4xk7Udj","I KNOW","D1MA","4","0","46","DK","2023-10-21","70","True","189473","I KNOW","2023-06-22","0.844","0.674","4","-6.09","0","0.091","0.039","0.0","0.1","0.319","113.973","4"
"2aNMkT86YjYPlKujUiHYbS","FORSVINDER (feat. Gobs)","Branco, Gobs","3","-1","47","DK","2023-10-21","60","True","160470","FORSVINDER (feat. Gobs)","2023-10-13","0.732","0.807","4","-5.221","0","0.338","0.402","0.0","0.239","0.537","139.932","4"
"3rUGC1vUpkDG9CZFHMur1t","greedy","Tate McRae","2","1","48","DK","2023-10-21","98","True","131872","greedy","2023-09-15","0.75","0.733","6","-3.18","0","0.0319","0.256","0.0","0.114","0.844","111.018","1"
"66K8nCovQPjJLs11RAqdnl","Skarpt Lys","Gilli","1","0","49","DK","2023-10-21","66","True","184440","Skarpt Lys","2023-10-05","0.759","0.727","6","-5.324","0","0.138","0.0565","2.15e-06","0.0984","0.733","149.95","4"
"17NHXI2CJp7KgdcwcDnRx4","Boyz In Paris (with VINAI)","Marnik, Naeleck, VINAI","50","0","0","DE","2023-10-21","82","True","151589","Boyz In Paris (with VINAI)","2023-07-28","0.554","0.968","1","-4.178","1","0.0695","0.0326","4.2e-05","0.304","0.415","74.465","4"
"1dCrghiVlmSKKRXQS95W1T","RACHE (SABAH SABAH)","KARDO, Haftbefehl, X WAVE","49","-1","1","DE","2023-10-21","60","True","115906","TICKER SENSEI","2023-10-12","0.878","0.735","1","-7.298","1","0.295","0.0231","8.17e-06","0.224","0.437","110.042","4"
"7b8Z1GU2plJy3aASZTiolF","Friesenjung","Ski Aggu, Joost, Otto Waalkes","48","2","2","DE","2023-10-21","56","True","146086","denk mal drüber nach...","2023-10-12","0.778","0.978","11","-4.672","0","0.114","0.0173","0.000171","0.237","0.893","161.015","4"
"4rXLjWdF2ZZpXCVTfWcshS","fukumean","Gunna","47","-1","3","DE","2023-10-21","96","True","125040","a Gift & a Curse","2023-06-16","0.847","0.622","1","-6.747","0","0.0903","0.119","0.0","0.285","0.22","130.001","4"
"6QZ7IptsMdWodN4uFuXNkv","Meine 1","1986zig","46","3","4","DE","2023-10-21","65","False","184826","Meine 1","2023-10-13","0.629","0.858","10","-6.79","0","0.0509","0.0429","0.000199","0.161","0.693","149.654","4"
"3JvKfv6T31zO0ini8iNItO","Another Love","Tom Odell","45","0","5","DE","2023-10-21","92","True","244360","Long Way Down (Deluxe)","2013-06-24","0.445","0.537","4","-8.532","0","0.04","0.695","1.65e-05","0.0944","0.131","122.769","4"
"3AjSfp5FDvwtMU9XBsbS8j","Push Up - Main Edit","Creeds","44","0","6","DE","2023-10-21","85","False","139300","Push Up (Main Edit)","2023-03-31","0.767","0.83","7","-8.78","1","0.206","0.209","0.836","0.0582","0.187","75.023","4"
"1JgknGBbrfmEHeOZH051SS","ecstacy (slowed)","SUICIDAL-IDOL","43","0","7","DE","2023-10-21","89","True","119120","ecstacy (slowed)","2023-06-06","0.551","0.677","2","-7.311","1","0.0665","0.0173","0.0","0.381","0.195","106.414","4"
"0fq2RzyyUoqELsONRF8ZzP","mietfrei","Ski Aggu, SIRA","42","-1","8","DE","2023-10-21","59","False","141026","denk mal drüber nach...","2023-10-12","0.736","0.801","9","-8.455","0","0.0705","0.259","0.000192","0.314","0.73","147.963","4"
"6JUeZ04YG6WIy937AgIPsR","Sie weiß (feat. Mero)","AYLIVA, MERO","41","-1","9","DE","2023-10-21","72","False","151319","Schwarzes Herz","2023-08-25","0.792","0.679","9","-5.516","0","0.041","0.517","1.49e-05","0.0962","0.204","119.932","4"
"4evyMjgTKhrBfggfxFRAKr","KETAMIN","YAKARY","40","-2","10","DE","2023-10-21","76","True","172245","KETAMIN","2023-06-16","0.601","0.769","5","-5.504","0","0.394","0.0796","0.0","0.136","0.527","86.891","4"
"2grS8y9w2vVp7sDJ3RnSx9","Cynical","twocolors, Safri Duo, Chris de Sarandy","39","-2","11","DE","2023-10-21","82","False","191365","Cynical","2023-06-30","0.69","0.84","11","-6.947","1","0.0573","0.0268","3.06e-05","0.363","0.493","129.935","4"
"3FkKvUfVnxmxdHrXwuI5vx","1000 Mal","Bausa, LEA","38","1","12","DE","2023-10-21","66","True","152586","Der Letzte macht das Licht aus (Deluxe Edition)","2023-09-29","0.759","0.467","8","-8.158","0","0.0593","0.307","7.07e-06","0.168","0.249","152.025","4"
"3dgOu83QnvkooEa4Jz2Msr","Superstars","Jazeek","37","-2","13","DE","2023-10-21","76","False","139234","Superstars","2023-06-30","0.658","0.623","5","-5.882","0","0.334","0.362","0.00556","0.11","0.386","150.435","5"
"5aIVCx5tnk0ntmdiinnYvw","Water","Tyla","36","0","14","DE","2023-10-21","92","False","200255","Water","2023-07-28","0.673","0.722","3","-3.495","0","0.0755","0.0856","0.0","0.137","0.519","117.187","4"
"1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift","35","7","15","DE","2023-10-21","99","False","178426","Lover","2019-08-23","0.552","0.702","9","-5.707","1","0.157","0.117","2.06e-05","0.105","0.564","169.994","4"
"0QlOkt8nkZ8zqu8xb2SHU8","Not Fair","Niklas Dee, Old Jim, Enny-Mae","34","-1","16","DE","2023-10-21","58","False","163034","Not Fair","2023-06-30","0.733","0.976","5","-5.305","1","0.045","0.0294","7.12e-05","0.25","0.523","144.989","4"
"42Ztw2ZtZR3mtWjXpg0R5I","TABU.","Yung Yury, Damn Yury","33","-1","17","DE","2023-10-21","79","False","135302","TABU.","2023-03-17","0.667","0.702","0","-8.49","0","0.169","0.219","4.3e-05","0.147","0.479","148.978","4"
"73JHeIhYKRV1c6RI4ZXsjW","MAXIMUM RIZZ","Ski Aggu","32","2","18","DE","2023-10-21","60","True","147960","denk mal drüber nach...","2023-10-12","0.726","0.856","8","-6.196","1","0.158","0.016","0.0144","0.253","0.951","75.016","4"
"6XVSsVuzVUZ2zgRWB5xwef","In deinen Armen","AYLIVA","31","0","19","DE","2023-10-21","76","False","141318","Schwarzes Herz","2023-08-25","0.651","0.591","9","-5.972","0","0.0389","0.135","0.0","0.233","0.159","125.036","4"
"7MCNurIGh8Hg9SYaCPP9vv","Ich will nur dass du weißt - IIVEN Remix","SDP, IIVEN, NESS","30","0","20","DE","2023-10-21","77","False","156387","Ich will nur dass du weißt (IIVEN Remix)","2023-07-27","0.549","0.869","6","-6.658","1","0.323","0.0355","0.000223","0.105","0.511","155.116","4"
"2YSzYUF3jWqb9YP9VXmpjE","IDGAF (feat. Yeat)","Drake, Yeat","29","-2","21","DE","2023-10-21","92","True","260111","For All The Dogs","2023-10-06","0.663","0.67","8","-8.399","1","0.271","0.0464","8.92e-05","0.205","0.138","136.952","4"
"2LCoh1sop5AYzRBVDHFoiK","Airplanes","badmómzjay, Kool Savas","28","-2","22","DE","2023-10-21","77","False","146367","Airplanes","2023-09-07","0.743","0.606","1","-8.774","0","0.161","0.0861","0.0","0.0913","0.292","93.123","4"
"2FiJGvN3fiXMwms9IftNV0","LiEBE AUF DER RÜCKBANK","FiNCH, Tream","27","1","23","DE","2023-10-21","71","False","188520","DORFDiSKO ZWEi","2023-06-01","0.692","0.732","8","-6.017","1","0.145","0.267","0.0","0.253","0.628","154.881","4"
"6KiPf8zHwaBK7VMHZZ1ReL","ANGST>LIEBE","Ellice","26","-1","24","DE","2023-10-21","67","False","179384","ANGST>LIEBE","2023-10-13","0.735","0.46","7","-11.697","0","0.228","0.459","0.000704","0.108","0.294","119.949","4"
"1odExI7RdWc4BT515LTAwj","Daylight","David Kushner","25","4","25","DE","2023-10-21","95","False","212953","Daylight","2023-04-14","0.508","0.43","2","-9.475","0","0.0335","0.83","0.000441","0.093","0.324","130.09","4"
"2DynufiRAu0Nyn5TM1Cdpx","Noch einmal","Jazeek","24","0","26","DE","2023-10-21","70","False","146526","Noch einmal","2023-10-13","0.643","0.602","2","-6.211","1","0.381","0.25","5.98e-05","0.245","0.356","120.875","5"
"7DKKm1y3KxR0UZIJj8bSHB","S u m m e r t i m e","danicpeepner","23","-1","27","DE","2023-10-21","53","False","195500","S u m m e r t i m e","2015-06-08","0.726","0.55","6","-8.482","0","0.0491","0.308","0.0265","0.105","0.296","132.547","4"
"2cJsBA3fbleMmnlveGVBlo","Komm in meine Arme","Lune, CÉLINE","22","1","28","DE","2023-10-21","75","False","194002","Komm in meine Arme","2023-09-29","0.695","0.628","7","-5.613","0","0.308","0.0811","0.0","0.187","0.52","145.937","4"
"1VxlVMCopT232hOcBVybyj","Lass mich gehen","AYLIVA","21","0","29","DE","2023-10-21","79","False","157160","Schwarzes Herz","2023-08-25","0.38","0.545","5","-6.381","0","0.0451","0.114","0.000108","0.12","0.302","178.182","4"
"52Y1KkbSO4LI9MTCvZhP9Y","Scheine zählen","AYLIVA","20","0","30","DE","2023-10-21","80","False","167946","Schwarzes Herz","2023-08-25","0.49","0.379","0","-8.335","0","0.0318","0.747","3.05e-06","0.162","0.236","77.928","4"
"4kcgrgZhd4h8chSAJ86mIq","EWIGKEIT - REMIX","erobé, KXXMA, Lyfrix","19","0","31","DE","2023-10-21","80","False","137647","EWIGKEIT (REMIX)","2023-06-23","0.715","0.845","6","-4.183","1","0.137","0.0272","0.000709","0.21","0.647","170.028","4"
"0ya0fBUHF1TKookyKM5ZVQ","Take it","Jazeek","18","-1","32","DE","2023-10-21","77","False","172105","Take it","2023-09-22","0.739","0.668","1","-7.237","0","0.0471","0.0262","0.251","0.248","0.579","114.045","4"
"3gro2tfkybWGoK9MflVLWs","nicht nachmachen!!","Ski Aggu, Monk, Longus Mongus","17","1","33","DE","2023-10-21","69","True","149799","denk mal drüber nach...","2023-10-12","0.8","0.636","11","-9.242","0","0.281","0.0275","0.000156","0.166","0.527","86.019","4"
"7oQepKHmXDaPC3rgeLRvQu","Komet","Udo Lindenberg, Apache 207","16","0","34","DE","2023-10-21","80","False","167356","Komet","2023-01-19","0.55","0.5","7","-5.779","0","0.045","0.285","0.0","0.116","0.351","115.016","4"
"7Mn6Tisa1wVvYusahnvjE5","Enchanté","Sosa La M","15","0","35","DE","2023-10-21","79","True","96638","Enchanté","2023-09-15","0.828","0.438","2","-12.101","1","0.193","0.0794","0.0001","0.0878","0.619","107.089","4"
"7AOJcugo17Kr1WUheSI6Oq","Mädchen auf dem Pferd","Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer","14","-1","36","DE","2023-10-21","82","False","157058","Mädchen auf dem Pferd","2023-05-12","0.837","0.944","0","-6.516","1","0.352","0.108","8.46e-05","0.107","0.681","169.975","4"
"4Ww41FseIYOCL0qP6MIGG5","Cold Princess","Luciano","13","1","37","DE","2023-10-21","72","False","153600","Cold Princess","2023-10-12","0.87","0.626","6","-8.621","0","0.394","0.00852","0.00128","0.0934","0.812","125.024","4"
"2EbO8k2jAHVRMVvUB77nNt","Weißes Haus","AYLIVA","12","-1","38","DE","2023-10-21","77","False","168146","Schwarzes Herz","2023-08-25","0.626","0.435","10","-8.812","1","0.336","0.506","0.000865","0.386","0.521","82.839","4"
"0dEvVBg3ArnuJ9WBnPzOcj","Feuer Wasser Sturm","Niclov, Baron","11","-1","39","DE","2023-10-21","79","False","136551","Feuer Wasser Sturm","2023-08-25","0.822","0.74","5","-9.163","1","0.0739","0.443","0.000893","0.0769","0.454","145.066","4"
"30vcuzW3d8goJci3OBUNt9","Blonde Chaya - Sped up","Amaru, Gringo Bamba","10","2","40","DE","2023-10-21","71","False","181052","Blonde Chaya (Sped up)","2023-09-08","0.717","0.804","7","-6.763","1","0.144","0.297","0.000104","0.11","0.832","170.926","4"
"5YWu6dt50Nieq8qi572RF8","9 bis 9","SIRA, Bausa, badchieff","9","0","41","DE","2023-10-21","82","False","131587","9 bis 9","2023-05-05","0.767","0.539","4","-8.518","0","0.0629","0.364","0.0397","0.0772","0.368","128.055","4"
"56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red","Doja Cat","8","0","42","DE","2023-10-21","88","True","230480","Scarlet","2023-09-20","0.864","0.556","2","-7.683","0","0.194","0.255","3.85e-06","0.112","0.726","99.974","4"
"3ilgxZl5g7MOQCUiky3VOG","Ms. Jackson","Pashanim","7","0","43","DE","2023-10-21","83","False","147586","Ms. Jackson","2023-08-24","0.774","0.7","1","-7.334","1","0.266","0.163","3.24e-05","0.169","0.624","81.99","4"
"59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe","6","0","44","DE","2023-10-21","94","True","132359","Prada","2023-08-11","0.638","0.717","8","-5.804","1","0.0375","0.001","1.79e-06","0.113","0.422","141.904","4"
"3an1JVi8OsE0aG6dMS4Pes","Hässlich","AYLIVA","5","0","45","DE","2023-10-21","83","False","136360","Schwarzes Herz","2023-08-25","0.914","0.489","9","-7.722","1","0.0858","0.12","0.0","0.0852","0.559","108.072","4"
"5mjYQaktjmjcMKcUIcqz4s","Strangers","Kenya Grace","4","-1","46","DE","2023-10-21","98","False","172964","Strangers","2023-09-01","0.628","0.523","11","-8.307","0","0.0946","0.701","0.00274","0.219","0.416","169.982","4"
"3rUGC1vUpkDG9CZFHMur1t","greedy","Tate McRae","3","1","47","DE","2023-10-21","98","True","131872","greedy","2023-09-15","0.75","0.733","6","-3.18","0","0.0319","0.256","0.0","0.114","0.844","111.018","1"
"31nfdEooLEq7dn3UMcIeB5","Vois sur ton chemin - Techno Mix","BENNETT","2","0","48","DE","2023-10-21","90","False","178156","Vois sur ton chemin (Techno Mix)","2023-08-04","0.634","0.824","2","-3.394","0","0.047","0.0908","0.0711","0.119","0.371","137.959","4"
"2HafqoJbgXdtjwCOvNEF14","Si No Estás","iñigo quintero","1","0","49","DE","2023-10-21","96","False","184061","Si No Estás","2022-09-23","0.537","0.421","5","-8.72","1","0.0285","0.827","0.0","0.138","0.524","98.224","4"
"31nfdEooLEq7dn3UMcIeB5","Vois sur ton chemin - Techno Mix","BENNETT","50","0","0","CZ","2023-10-21","90","False","178156","Vois sur ton chemin (Techno Mix)","2023-08-04","0.634","0.824","2","-3.394","0","0.047","0.0908","0.0711","0.119","0.371","137.959","4"
"1vYXt7VSjH9JIM5oRRo7vA","Dance The Night - From Barbie The Album","Dua Lipa","49","0","1","CZ","2023-10-21","95","False","176579","Dance The Night (From Barbie The Album)","2023-05-25","0.671","0.845","11","-4.93","0","0.048","0.0207","0.0","0.329","0.775","110.056","4"
"6qgMr9LacgnihY9IdYriMP","Síla Starejch Vín","ŠKWOR","48","0","2","CZ","2023-10-21","59","False","174666","Sliby & Lži","2013-09-27","0.756","0.741","5","-4.813","0","0.0257","0.0846","0.0","0.0759","0.762","112.911","4"
"2sNrirJx5Se5MO2tU2lJVL","Blessed","Viktor Sheen","47","-6","3","CZ","2023-10-21","59","True","130285","Příběhy a sny","2021-11-17","0.771","0.666","5","-7.507","0","0.159","0.318","1.45e-06","0.0909","0.737","140.03","4"
"2YSzYUF3jWqb9YP9VXmpjE","IDGAF (feat. Yeat)","Drake, Yeat","46","1","4","CZ","2023-10-21","92","True","260111","For All The Dogs","2023-10-06","0.663","0.67","8","-8.399","1","0.271","0.0464","8.92e-05","0.205","0.138","136.952","4"
"4uUG5RXrOk84mYEfFvj3cK","I'm Good (Blue)","David Guetta, Bebe Rexha","45","0","5","CZ","2023-10-21","92","True","175238","I'm Good (Blue)","2022-08-26","0.561","0.965","7","-3.673","0","0.0343","0.00383","7.07e-06","0.371","0.304","128.04","4"
"1JgknGBbrfmEHeOZH051SS","ecstacy (slowed)","SUICIDAL-IDOL","44","2","6","CZ","2023-10-21","89","True","119120","ecstacy (slowed)","2023-06-06","0.551","0.677","2","-7.311","1","0.0665","0.0173","0.0","0.381","0.195","106.414","4"
"4h9wh7iOZ0GGn8QVp4RAOB","I Ain't Worried","OneRepublic","43","1","7","CZ","2023-10-21","91","False","148485","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","2022-05-13","0.704","0.797","0","-5.927","1","0.0475","0.0826","0.000745","0.0546","0.825","139.994","4"
"65sTVVVMDnczku5Gt2PTmt","Rozdělený světy","Viktor Sheen","42","1","8","CZ","2023-10-21","59","True","211891","Barvy","2020-10-17","0.712","0.66","9","-7.68","0","0.032","0.331","5.66e-05","0.0904","0.418","111.068","4"
"4WXX611x1aCtwcqVJgA3xb","Sunset","Separ, Jerry Lee, P T K","41","1","9","CZ","2023-10-21","59","True","155520","FLOWDEMORT","2023-03-31","0.762","0.805","1","-6.63","1","0.386","0.237","0.0","0.11","0.271","124.977","4"
"4UZ91aYQisCeUTyaw0YxZ2","Ibalgin","Viktor Sheen","40","-5","10","CZ","2023-10-21","59","True","215171","NSD","2016-10-10","0.58","0.89","4","-6.149","0","0.0385","0.0543","0.0","0.265","0.437","128.058","4"
"4ToxkJ4VvWs026R3QfHDI3","Santé","Calin","39","1","11","CZ","2023-10-21","61","True","114000","Santé","2022-09-30","0.604","0.649","2","-8.458","0","0.0524","0.4","0.273","0.186","0.273","120.111","4"
"0uqziJ0jXgIl13movC27ut","DTB for Life","STEIN27","38","1","12","CZ","2023-10-21","58","True","151578","PRESIDENT OF SEXICO","2023-08-25","0.532","0.839","1","-7.309","1","0.0422","0.00421","0.0","0.237","0.558","170.94","4"
"163UXyyrFlAIQapVN3DqIp","Praha/Vídeň","Calin","37","0","13","CZ","2023-10-21","61","False","162461","POPSTAR","2022-03-11","0.778","0.449","6","-7.464","0","0.0339","0.41","0.00126","0.105","0.325","130.007","4"
"3JvKfv6T31zO0ini8iNItO","Another Love","Tom Odell","36","2","14","CZ","2023-10-21","92","True","244360","Long Way Down (Deluxe)","2013-06-24","0.445","0.537","4","-8.532","0","0.04","0.695","1.65e-05","0.0944","0.131","122.769","4"
"2sXnat46y10FtAbW2A0ira","Hannah Montana","Calin","35","-2","15","CZ","2023-10-21","63","False","158607","POPSTAR","2022-03-11","0.583","0.784","6","-6.708","0","0.0882","0.0621","4.49e-05","0.171","0.744","135.08","4"
