"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys","41","0","9","IE","2023-10-24","95","False","183956","AM","2013-09-09","0.464","0.417","0","-9.345","0","0.0256","0.136","0.022","0.0974","0.479","67.528","4"
"4Dvkj6JhhA12EX05fT7y2e","As It Was","Harry Styles","40","0","10","IE","2023-10-24","95","False","167303","Harry's House","2022-05-20","0.52","0.731","6","-5.338","0","0.0557","0.342","0.00101","0.311","0.662","173.93","4"
"3JvrhDOgAt6p7K8mDyZwRd","Riptide","Vance Joy","39","0","11","IE","2023-10-24","83","False","204280","Dream Your Life Away (Special Edition)","2014-09-09","0.484","0.731","1","-6.694","1","0.0379","0.431","0.0","0.151","0.51","101.654","4"
"7xxmW8ieHp9YnACGc0PfNz","Sunday","Dermot Kennedy","38","0","12","IE","2023-10-24","60","True","178746","Sunday","2023-10-20","0.62","0.478","11","-5.68","1","0.0363","0.815","0.0","0.0976","0.312","83.861","4"
"7K3BhSpAxZBznislvUMVtn","Last Night","Morgan Wallen","37","0","13","IE","2023-10-24","87","True","163854","One Thing At A Time","2023-03-03","0.492","0.675","6","-5.456","1","0.0389","0.467","0.0","0.142","0.478","203.759","4"
"1CS7Sd1u5tWkstBhpssyjP","Take Me to Church","Hozier","36","0","14","IE","2023-10-24","81","False","241693","Hozier (Expanded Edition)","2014-09-19","0.566","0.664","4","-5.303","0","0.0464","0.634","0.0","0.116","0.437","128.945","4"
"6me7F0aaZjwDo6RJ5MrfBD","Evergreen","Richy Mitch & The Coal Miners","35","0","15","IE","2023-10-24","86","False","87000","RMCM","2017-05-17","0.555","0.216","3","-11.661","1","0.0721","0.557","0.00416","0.109","0.504","79.109","3"
"0QZ5yyl6B6utIWkxeBDxQN","The Night We Met","Lord Huron","34","0","16","IE","2023-10-24","83","False","208211","Strange Trails","2015-04-07","0.545","0.366","2","-9.51","1","0.0378","0.969","0.267","0.641","0.1","86.997","3"
"0ZVjgfaC2Ptrod9v6p9KFP","Good Love","Hannah Laing, RoRo","33","0","17","IE","2023-10-24","80","False","169534","Good Love","2023-05-12","0.775","0.817","1","-4.921","1","0.0656","0.127","0.00273","0.215","0.386","140.033","4"
"45ZmUXITNXixqBjelRmBSO","Candy","Paolo Nutini","32","0","18","IE","2023-10-24","51","False","298693","Sunny Side Up","2009-05-29","0.612","0.601","7","-7.809","1","0.0421","0.373","0.0","0.156","0.368","125.164","4"
"1p80LdxRV74UKvL8gnD7ky","Blank Space","Taylor Swift","31","0","19","IE","2023-10-24","83","False","231826","1989","2014-10-27","0.753","0.678","5","-5.421","1","0.0644","0.085","1.64e-06","0.13","0.583","96.006","4"
"1odExI7RdWc4BT515LTAwj","Daylight","David Kushner","30","0","20","IE","2023-10-24","95","False","212953","Daylight","2023-04-14","0.508","0.43","2","-9.475","0","0.0335","0.83","0.000441","0.093","0.324","130.09","4"
"1mea3bSkSGXuIRvnydlB5b","Viva La Vida","Coldplay","29","0","21","IE","2023-10-24","89","False","242373","Viva La Vida or Death and All His Friends","2008-05-26","0.486","0.617","5","-7.115","0","0.0287","0.0954","3.23e-06","0.109","0.417","138.015","4"
"3JvKfv6T31zO0ini8iNItO","Another Love","Tom Odell","28","0","22","IE","2023-10-24","92","True","244360","Long Way Down (Deluxe)","2013-06-24","0.445","0.537","4","-8.532","0","0.04","0.695","1.65e-05","0.0944","0.131","122.769","4"
"3IX0yuEVvDbnqUwMBB3ouC","bad idea right?","Olivia Rodrigo","27","0","23","IE","2023-10-24","94","True","184783","GUTS","2023-09-08","0.627","0.879","9","-3.446","1","0.0955","0.00193","6.87e-06","0.0647","0.748","129.979","4"
"2gyxAWHebV7xPYVxqoi86f","get him back!","Olivia Rodrigo","26","0","24","IE","2023-10-24","92","True","211141","GUTS","2023-09-08","0.546","0.846","5","-5.719","1","0.181","0.0135","0.0","0.607","0.74","162.043","4"
"4lIxdJw6W3Fg4vUIYCB0S5","Style","Taylor Swift","25","0","25","IE","2023-10-24","83","False","231000","1989","2014-10-27","0.598","0.786","2","-5.572","1","0.0383","0.00253","0.0016","0.117","0.456","95.019","4"
"0ofHAoxe9vBkTCp2UQIavz","Dreams - 2004 Remaster","Fleetwood Mac","24","0","26","IE","2023-10-24","89","False","257800","Rumours (Super Deluxe)","1977-02-04","0.828","0.492","0","-9.744","1","0.0276","0.0644","0.00428","0.128","0.789","120.151","4"
"0V3wPSX9ygBnCm8psDIegu","Anti-Hero","Taylor Swift","23","0","27","IE","2023-10-24","93","False","200690","Midnights","2022-10-21","0.637","0.643","4","-6.571","1","0.0519","0.13","1.8e-06","0.142","0.533","97.008","4"
"4bz8Z7squfs2Yji2DwoujR","Asking","Sonny Fodera, MK, Clementine Douglas","22","0","28","IE","2023-10-24","79","False","191590","Asking","2023-07-07","0.477","0.854","4","-5.274","0","0.0896","0.0213","1.67e-05","0.19","0.395","126.965","4"
"4WQgGqa0b8i05URFCW7FYD","Oh My Johnny (Banks Of The Roses)","Chasing Abbey","21","0","29","IE","2023-10-24","64","False","142968","Oh My Johnny (Banks Of The Roses)","2023-07-14","0.829","0.712","0","-7.616","0","0.0518","0.415","0.0","0.275","0.936","128.073","4"
"23RoR84KodL5HWvUTneQ1w","(It Goes Like) Nanana - Edit","Peggy Gou","20","0","30","IE","2023-10-24","92","False","231545","(It Goes Like) Nanana [Edit]","2023-06-15","0.671","0.876","7","-5.681","0","0.0352","0.12","0.188","0.0823","0.964","129.998","4"
"6wf7Yu7cxBSPrRlWeSeK0Q","What Was I Made For? [From The Motion Picture ""Barbie""]","Billie Eilish","19","0","31","IE","2023-10-24","96","False","222369","What Was I Made For? [From The Motion Picture ""Barbie""]","2023-07-13","0.444","0.0911","0","-17.665","1","0.0307","0.959","1.05e-06","0.098","0.142","78.403","4"
"1ACFweuuvf6MHtptObgreR","Giving Me","Jazzy","18","0","32","IE","2023-10-24","82","False","169000","Giving Me","2023-03-10","0.735","0.651","7","-9.25","0","0.112","0.329","0.000205","0.131","0.476","127.07","4"
"6ibDVMcMUNqZ5eXT9sD4Vy","DNA (Loving You) [feat. Hannah Boleyn]","Billy Gillies, Hannah Boleyn","17","0","33","IE","2023-10-24","74","False","164919","DNA (Loving You) [feat. Hannah Boleyn]","2023-07-28","0.731","0.867","9","-6.169","0","0.0576","0.0112","0.0291","0.0863","0.23","142.048","4"
"7EZC6E7UjZe63f1jRmkWxt","Zombie","The Cranberries","16","0","34","IE","2023-10-24","86","False","306440","No Need To Argue (The Complete Sessions 1994-1995)","1994-10-03","0.309","0.649","7","-8.994","1","0.035","0.0158","0.00591","0.367","0.312","166.915","4"
"3vkCueOmm7xQDoJ17W1Pm3","My Love Mine All Mine","Mitski","15","0","35","IE","2023-10-24","95","False","137773","The Land Is Inhospitable and So Are We","2023-09-15","0.504","0.308","9","-14.958","1","0.0321","0.868","0.135","0.158","0.121","113.95","4"
"3WMj8moIAXJhHsyLaqIIHI","Something in the Orange","Zach Bryan","14","0","36","IE","2023-10-24","91","False","228013","Something in the Orange","2022-04-22","0.369","0.192","4","-12.151","0","0.04","0.555","8.35e-06","0.0954","0.148","175.212","3"
"1vYXt7VSjH9JIM5oRRo7vA","Dance The Night - From Barbie The Album","Dua Lipa","13","0","37","IE","2023-10-24","95","False","176579","Dance The Night (From Barbie The Album)","2023-05-25","0.671","0.845","11","-4.93","0","0.048","0.0207","0.0","0.329","0.775","110.056","4"
"2FDTHlrBguDzQkp7PVj16Q","Sprinter","Dave, Central Cee","12","0","38","IE","2023-10-24","94","True","229133","Sprinter","2023-06-01","0.916","0.583","1","-8.067","1","0.241","0.186","0.0","0.0798","0.661","141.095","4"
"5Eh1nj7IjV9lwpcKAkidyY","One Of Your Girls","Troye Sivan","11","0","39","IE","2023-10-24","83","False","181481","Something To Give Each Other","2023-10-13","0.629","0.654","11","-7.852","0","0.0584","0.0878","0.00655","0.22","0.799","93.034","4"
"4KULAymBBJcPRpk1yO4dOG","I Remember Everything (feat. Kacey Musgraves)","Zach Bryan, Kacey Musgraves","10","0","40","IE","2023-10-24","94","False","227195","Zach Bryan","2023-08-25","0.429","0.453","0","-7.746","1","0.0459","0.554","2e-06","0.102","0.155","77.639","4"
"5aIVCx5tnk0ntmdiinnYvw","Water","Tyla","9","0","41","IE","2023-10-24","93","False","200255","Water","2023-07-28","0.673","0.722","3","-3.495","0","0.0755","0.0856","0.0","0.137","0.519","117.187","4"
"1kuGVB7EU95pJObxwvfwKS","vampire","Olivia Rodrigo","8","0","42","IE","2023-10-24","96","True","219724","GUTS","2023-09-08","0.511","0.532","5","-5.745","1","0.0578","0.177","0.0","0.291","0.35","138.005","4"
"3YgtkOxZsTuaZdL8McA1FQ","adore u","Fred again.., Obongjayar","7","0","43","IE","2023-10-24","84","False","220653","adore u","2023-08-11","0.747","0.867","0","-7.311","1","0.088","0.582","0.00413","0.114","0.684","124.015","4"
"56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red","Doja Cat","6","0","44","IE","2023-10-24","88","True","230480","Scarlet","2023-09-20","0.864","0.556","2","-7.683","0","0.194","0.255","3.85e-06","0.112","0.726","99.974","4"
"1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift","5","0","45","IE","2023-10-24","100","False","178426","Lover","2019-08-23","0.552","0.702","9","-5.707","1","0.157","0.117","2.06e-05","0.105","0.564","169.994","4"
"5mjYQaktjmjcMKcUIcqz4s","Strangers","Kenya Grace","4","0","46","IE","2023-10-24","98","False","172964","Strangers","2023-09-01","0.628","0.523","11","-8.307","0","0.0946","0.701","0.00274","0.219","0.416","169.982","4"
"3rUGC1vUpkDG9CZFHMur1t","greedy","Tate McRae","3","0","47","IE","2023-10-24","98","True","131872","greedy","2023-09-15","0.75","0.733","6","-3.18","0","0.0319","0.256","0.0","0.114","0.844","111.018","1"
"0mflMxspEfB0VbI1kyLiAv","Stick Season","Noah Kahan","2","0","48","IE","2023-10-24","86","False","182346","Stick Season","2022-10-14","0.662","0.488","9","-6.894","1","0.0682","0.782","0.0","0.102","0.817","117.913","4"
"59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe","1","0","49","IE","2023-10-24","94","True","132359","Prada","2023-08-11","0.638","0.717","8","-5.804","1","0.0375","0.001","1.79e-06","0.113","0.422","141.904","4"
"3YZQseFqB5LVy9VcfVv7dp","Jaga Slalu Hatimu","Seventeen","50","0","0","ID","2023-10-24","73","False","285933","Dunia Yang Indah","2010-01-01","0.465","0.659","9","-4.458","1","0.0293","0.514","0.0","0.345","0.255","135.026","4"
"3N2WeXxSjngB1DSi8vrI8C","Muak","Aruma","49","0","1","ID","2023-10-24","80","False","264939","Muak","2022-09-30","0.265","0.32","2","-10.791","1","0.0316","0.774","0.000146","0.312","0.185","82.973","4"
"3vkCueOmm7xQDoJ17W1Pm3","My Love Mine All Mine","Mitski","48","0","2","ID","2023-10-24","95","False","137773","The Land Is Inhospitable and So Are We","2023-09-15","0.504","0.308","9","-14.958","1","0.0321","0.868","0.135","0.158","0.121","113.95","4"
"4v9JJX3ZzuFFOKrMOYHTVZ","Tanpa Pesan Terakhir","Seventeen","47","0","3","ID","2023-10-24","69","False","289280","Dunia Yang Indah","2010-01-01","0.46","0.72","4","-4.062","1","0.0322","0.231","5.43e-05","0.228","0.426","134.965","4"
"5IhULiOyG58jL20qWkztEg","Dumes","OMWAWES, Guyon Waton","46","0","4","ID","2023-10-24","76","False","266666","Dumes","2023-06-30","0.565","0.687","7","-8.545","1","0.0285","0.0386","8.96e-06","0.0718","0.595","134.998","4"
"5drW6PGRxkE6MxttzVLNk5","Secukupnya","Hindia","45","0","5","ID","2023-10-24","78","False","205466","Menari Dengan Bayangan","2019-11-29","0.731","0.796","9","-5.098","0","0.0344","0.19","0.0606","0.354","0.933","102.006","4"
"3nHxZEe1dT7zs73DG6pNll","Usai","Tiara Andini","44","0","6","ID","2023-10-24","81","False","217200","Usai","2022-11-25","0.461","0.36","7","-8.99","1","0.0269","0.863","2.51e-05","0.0914","0.131","109.236","4"
"630DpnzdfjdVqv2yLfPbAX","Bertaut","Nadin Amizah","43","0","7","ID","2023-10-24","80","False","315960","Selamat Ulang Tahun","2020-05-28","0.47","0.131","6","-13.29","1","0.0362","0.933","0.00245","0.109","0.115","118.836","3"
"7CyPwkp0oE8Ro9Dd5CUDjW","One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp","42","0","8","ID","2023-10-24","88","False","244684","The Idol Episode 4 (Music from the HBO Original Series)","2023-06-23","0.522","0.641","8","-6.287","1","0.0318","0.0545","0.0","0.162","0.202","87.51","4"
"5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys","41","0","9","ID","2023-10-24","95","False","183956","AM","2013-09-09","0.464","0.417","0","-9.345","0","0.0256","0.136","0.022","0.0974","0.479","67.528","4"
"7tuwsUy09EoabNtrXrLnX1","Surat Hati","Devano","40","0","10","ID","2023-10-24","79","False","294666","Surat Hati","2023-08-11","0.538","0.381","5","-12.68","1","0.0304","0.792","4.77e-05","0.087","0.302","90.036","4"
"7MXVkk9YMctZqd1Srtv4MB","Starboy","The Weeknd, Daft Punk","39","0","11","ID","2023-10-24","94","True","230453","Starboy","2016-11-25","0.679","0.587","7","-7.015","1","0.276","0.141","6.35e-06","0.137","0.486","186.003","4"
"2UgCs0i0rNHUH2jKE5NZHE","Sempurna","Andra & The Backbone","38","0","12","ID","2023-10-24","81","False","268422","Andra & The Backbone","2006-12-28","0.358","0.32","4","-9.946","1","0.0308","0.726","0.0","0.105","0.384","115.499","3"
"7irxNZwo9B1n0tePyLDekH","Jendela Kelas 1","Iwan Fals","37","0","13","ID","2023-10-24","70","False","214320","Sumbang","1983-03-03","0.439","0.55","3","-6.646","1","0.0262","0.601","0.692","0.176","0.264","87.399","4"
"1X80KdFJpedU4as4WGIgYM","Rahasia Hati","Element","36","0","14","ID","2023-10-24","79","False","191950","Paradoks","2002-01-01","0.542","0.526","11","-7.316","0","0.0263","0.166","0.0","0.116","0.394","75.098","4"
"1mruWrUwAVe2XkksUQiaHK","Selamat (Selamat Tinggal)","Virgoun, Audy","35","0","15","ID","2023-10-24","80","False","313670","Selamat (Selamat Tinggal)","2019-06-17","0.361","0.581","0","-8.502","1","0.0302","0.523","5.42e-06","0.118","0.372","79.59","4"
"6O0WEM0QNEhqpU50BKui7o","Sial","Mahalini","34","0","16","ID","2023-10-24","79","False","243724","fábula","2023-01-23","0.562","0.433","2","-6.785","1","0.0397","0.893","2.13e-06","0.122","0.192","119.998","4"
"6JusI70TeT9M2O1MXyXRRv","Separuh Nafas","Dewa 19","33","0","17","ID","2023-10-24","77","False","222029","The 2000's Greatest","2007-03-12","0.567","0.944","5","-6.074","1","0.0417","0.00393","0.000606","0.0705","0.964","100.027","4"
"6xeqCawPZngDVqw2W2aGaR","Kembali Pulang","Suara Kayu, Feby Putri","32","0","18","ID","2023-10-24","81","False","207898","Kembali Pulang","2022-10-28","0.559","0.236","1","-10.619","1","0.0282","0.95","0.00673","0.105","0.33","141.977","3"
"0x7PmByJWVXdeipevd6KZS","Take A Chance With Me","NIKI","31","0","19","ID","2023-10-24","66","False","303933","Nicole","2022-08-11","0.599","0.42","10","-11.637","1","0.0645","0.843","0.000262","0.103","0.506","93.981","4"
"0PtJbtW50jcvvswNPn3QGd","Serana","For Revenge","30","0","20","ID","2023-10-24","79","False","250000","Perayaan Patah Hati - Babak 1","2022-09-06","0.429","0.709","2","-5.54","1","0.0297","0.0264","0.0137","0.135","0.26","130.046","4"
"0otRX6Z89qKkHkQ9OqJpKt","Car's Outside","James Arthur","29","0","21","ID","2023-10-24","89","False","248373","YOU","2019-10-18","0.338","0.562","9","-7.181","1","0.029","0.039","0.0","0.107","0.259","149.907","4"
"7x9aauaA9cu6tyfpHnqDLo","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto","28","0","22","ID","2023-10-24","98","True","184400","Seven (feat. Latto)","2023-07-14","0.802","0.832","11","-4.107","1","0.0434","0.311","0.0","0.0815","0.89","124.997","4"
"1daDRI9ahBonbWD8YcxOIB","Angels Like You","Miley Cyrus","27","0","23","ID","2023-10-24","90","False","196453","Plastic Hearts","2020-11-27","0.672","0.642","5","-4.035","1","0.0313","0.0981","0.0","0.1","0.494","121.981","4"
"2wAiFWjRupWmnDkQcu91MF","Rumah Ke Rumah","Hindia","26","0","24","ID","2023-10-24","80","False","277457","Menari Dengan Bayangan","2019-11-29","0.72","0.786","11","-7.396","1","0.0319","0.456","0.616","0.186","0.488","116.032","4"
"4GfK1qOF3uBWidbPlTCQRL","Monokrom","Tulus","25","0","25","ID","2023-10-24","81","False","214567","Monokrom","2016-08-03","0.534","0.462","6","-9.383","1","0.0326","0.573","5.59e-06","0.0974","0.519","88.046","4"
"1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift","24","0","26","ID","2023-10-24","100","False","178426","Lover","2019-08-23","0.552","0.702","9","-5.707","1","0.157","0.117","2.06e-05","0.105","0.564","169.994","4"
"53fKDMfQhWMSw7QKVDOTBP","Cintanya Aku","Tiara Andini, Arsy Widianto","23","0","27","ID","2023-10-24","81","False","234125","Cintanya Aku","2021-01-22","0.516","0.338","0","-8.81","0","0.0294","0.722","1.22e-05","0.105","0.328","118.422","4"
"6SITe0StjnWHjyNOVzyJTX","Trauma","Aan Story, Elsya","22","0","28","ID","2023-10-24","81","False","218073","Trauma","2023-03-15","0.643","0.509","4","-7.405","1","0.0329","0.83","0.0","0.0812","0.401","115.997","4"
"6nWn4U5GAoKIU3XM7drAgr","DJ MALAM PAGI X HAMIL DULUAN","DJ PIMI","21","0","29","ID","2023-10-24","71","False","196388","DJ MALAM PAGI X HAMIL DULUAN","2023-08-01","0.722","0.937","7","-6.103","0","0.0331","0.284","2.87e-05","0.183","0.882","140.008","4"
"22k5lgD5F7Pc7BodEMzDrY","Saat Kau Telah Mengerti","Virgoun","20","0","30","ID","2023-10-24","82","False","290751","Saat Kau Telah Mengerti","2023-01-13","0.378","0.306","8","-10.445","1","0.0376","0.802","0.0","0.0802","0.25","73.061","4"
"6UoW3rtYmYB6DE5xzNors8","Nemen - Hiphop Dangdut Version","NDX A.K.A.","19","0","31","ID","2023-10-24","79","False","274879","Nemen (Hiphop Dangdut Version)","2023-09-06","0.644","0.762","6","-6.964","1","0.0321","0.51","1.77e-06","0.176","0.529","148.004","4"
"7nQoDLkzCcoIpKPQt3eCdN","Kau Rumahku","raissa anggiani","18","0","32","ID","2023-10-24","82","False","275250","Kau Rumahku","2022-01-10","0.35","0.323","1","-8.982","1","0.0369","0.873","1.48e-06","0.103","0.278","169.513","3"
"5MIpcd16T59wFeqAChSYwC","Duka","Last Child","17","0","33","ID","2023-10-24","82","False","325147","Duka","2016-09-25","0.566","0.885","0","-4.664","1","0.0355","0.122","3.75e-06","0.049","0.31","135.015","4"
"7J0isBrUxhIYZVdrBOOlIh","Cincin","Hindia","16","0","34","ID","2023-10-24","81","False","266330","Lagipula Hidup Akan Berakhir","2023-07-07","0.531","0.882","4","-4.205","0","0.0559","0.00445","0.0","0.621","0.476","155.024","4"
"2dIBMHByUGcNPzmYBJ6OAj","Evaluasi","Hindia","15","0","35","ID","2023-10-24","81","False","194469","Menari Dengan Bayangan","2019-11-29","0.609","0.966","7","-4.469","1","0.0571","0.00194","2.83e-06","0.304","0.505","102.014","4"
"0zAtj0BEvpulETGrk95NPQ","Rayuan Perempuan Gila","Nadin Amizah","14","0","36","ID","2023-10-24","64","False","320000","Untuk Dunia, Cinta, dan Kotornya","2023-10-13","0.396","0.406","1","-8.813","1","0.0297","0.865","0.0755","0.371","0.206","104.991","4"
"6mQLN3zRtAp6ovjusyYKrV","Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur, Anne-Marie","13","0","37","ID","2023-10-24","82","False","218293","Rewrite The Stars (with James Arthur & Anne-Marie)","2018-10-25","0.67","0.743","10","-4.993","1","0.0393","0.237","0.0","0.465","0.571","125.944","4"
"2AaaE0qvFWtyT8srKNfRhH","Komang","Raim Laode","12","0","38","ID","2023-10-24","84","False","222706","Komang","2022-08-17","0.696","0.412","7","-8.547","1","0.027","0.415","6.16e-05","0.1","0.349","133.913","4"
"2GUp5FWzjfs422g45y16HQ","Bersamamu","Jaz","11","0","39","ID","2023-10-24","72","False","220945","Bersamamu","2023-06-09","0.424","0.583","7","-7.282","0","0.0343","0.371","0.000413","0.0599","0.456","73.856","4"
"6Hii26x3qDErVitnGW8QtO","Runtuh","Feby Putri, Fiersa Besari","10","0","40","ID","2023-10-24","83","False","223973","Runtuh","2021-10-01","0.593","0.287","3","-13.164","1","0.0289","0.876","0.000136","0.119","0.191","127.783","4"
"3d6BjQ0QOLTzuKoOQbeGgG","Satu-Satu","Idgitaf","9","0","41","ID","2023-10-24","81","False","285071","Mengudara","2023-07-28","0.378","0.517","4","-5.584","1","0.0639","0.652","0.0","0.0898","0.512","199.811","4"
"4rcuS31IcZynp91dqvmhmA","Semua Aku Dirayakan","Nadin Amizah","8","0","42","ID","2023-10-24","63","False","310625","Untuk Dunia, Cinta, dan Kotornya","2023-10-13","0.319","0.322","4","-10.475","1","0.0313","0.959","0.000568","0.0947","0.212","80.492","4"
"3e1rs346dsDDwpqTRGlRZR","Somebody's Pleasure","Aziz Hedra","7","0","43","ID","2023-10-24","84","False","223957","Somebody's Pleasure","2023-01-27","0.633","0.491","10","-6.847","1","0.0336","0.842","3.84e-06","0.172","0.234","116.974","4"
"7wlfGt5NkpPT6nRC6yCr7u","Bercinta Lewat Kata - OST Jatuh Cinta Seperti di Film-Film","Donne Maula","6","0","44","ID","2023-10-24","79","False","169000","Bercinta Lewat Kata (OST Jatuh Cinta Seperti di Film-Film)","2023-07-26","0.598","0.3","5","-11.778","1","0.072","0.919","0.00186","0.103","0.374","119.831","3"
"1FSEm5Uc8TqFy0UZkMuEMZ","Tanpa Rasa Bersalah","Fabio Asher","5","0","45","ID","2023-10-24","80","False","278000","ASHER","2023-02-02","0.597","0.317","5","-12.499","1","0.0314","0.736","0.0","0.16","0.177","120.101","4"
"2NjbJR8y083mOV59255QSe","Nanti Kita Seperti Ini","Batas Senja","4","0","46","ID","2023-10-24","84","False","209647","Nanti Kita Seperti Ini","2022-09-27","0.532","0.428","0","-7.255","1","0.0252","0.291","0.000233","0.0972","0.404","84.824","4"
"26cvTWJq2E1QqN4jyH2OTU","Tak Segampang Itu","Anggi Marito","3","0","47","ID","2023-10-24","87","False","231100","Tak Segampang Itu","2022-12-02","0.506","0.438","5","-7.069","1","0.0268","0.759","8.64e-06","0.109","0.178","129.538","4"
"6XsFgTG4dY768oIB4Dmeu0","Jiwa Yang Bersedih","Ghea Indrawari","2","0","48","ID","2023-10-24","87","False","278219","Jiwa Yang Bersedih","2023-05-18","0.363","0.391","2","-8.429","1","0.0281","0.805","1.34e-06","0.115","0.451","97.377","4"
"7F4tV8SiUy6itZTdAzdafO","penjaga hati","Nadhif Basalamah","1","0","49","ID","2023-10-24","83","False","260346","penjaga hati","2023-06-21","0.509","0.359","2","-8.993","1","0.0279","0.879","0.0289","0.19","0.329","155.799","4"
"33zWUivvsRkfnOYx4FUmPt","Csinibaba","Kiss Kevin","50","0","0","HU","2023-10-24","57","False","150000","Csinibaba","2022-09-05","0.629","0.855","3","-7.04","0","0.0735","0.172","0.0","0.126","0.677","134.028","4"
"03x6Xr8YYjQB1m7rmEIubA","Nagy a zaj","Aza, Azahriah","49","0","1","HU","2023-10-24","42","True","180000","Nagy a zaj","2023-10-20","0.764","0.638","10","-9.099","0","0.175","0.147","0.0","0.109","0.458","120.022","4"
"5T7eEaieasnflXh6iPLlrK","téveszmék","Azahriah","48","0","2","HU","2023-10-24","58","False","210133","silbak","2022-08-17","0.709","0.688","2","-7.585","0","0.0815","0.194","0.0","0.11","0.566","111.992","4"
"3wQlR2WBPLoKAN6uZgRx54","MENTALITAT","LMEN PRALA","47","0","3","HU","2023-10-24","58","True","152619","MENTALITAT","2023-09-15","0.805","0.635","11","-6.648","0","0.0736","0.429","0.0","0.0669","0.41","126.016","4"
"5HiMjc8jz0OeTnUQgp15FP","El Barto","Azahriah, DESH","46","0","4","HU","2023-10-24","56","True","178714","El Barto","2021-07-14","0.787","0.684","5","-7.162","0","0.0544","0.343","9.2e-06","0.219","0.785","139.984","4"
"520pvY0G0yZ9Jcwlhik7lD","seholse","Filo, Apu","45","0","5","HU","2023-10-24","52","False","139014","Még nem","2023-07-14","0.836","0.635","9","-6.806","1","0.228","0.207","0.0","0.354","0.6","141.956","4"
"1odExI7RdWc4BT515LTAwj","Daylight","David Kushner","44","0","6","HU","2023-10-24","95","False","212953","Daylight","2023-04-14","0.508","0.43","2","-9.475","0","0.0335","0.83","0.000441","0.093","0.324","130.09","4"
"4f1ZqRQsjJq06CHmpvju2p","24 karát","Young Fly, DESH","43","0","7","HU","2023-10-24","58","False","128580","24 karát","2021-12-31","0.813","0.682","1","-6.768","1","0.157","0.245","0.0","0.234","0.537","151.072","4"
"3uAoUHEPlLa5pWKpOrmIxo","SZÍNVAK","VALMAR","42","0","8","HU","2023-10-24","58","False","198278","SZÍNVAK","2022-10-26","0.611","0.767","10","-4.695","0","0.038","0.053","0.0","0.288","0.803","133.885","4"
"2YSzYUF3jWqb9YP9VXmpjE","IDGAF (feat. Yeat)","Drake, Yeat","41","0","9","HU","2023-10-24","93","True","260111","For All The Dogs","2023-10-06","0.663","0.67","8","-8.399","1","0.271","0.0464","8.92e-05","0.205","0.138","136.952","4"
"2KQoXxQzVL7h4rMsmP8t5L","Százszorszép","Ekhoe","40","0","10","HU","2023-10-24","59","True","146013","Sose Alszok","2023-04-07","0.65","0.465","0","-10.832","1","0.0828","0.149","0.0","0.125","0.202","142.837","4"
"38U5WKJpBQncqAss18dLrO","Habibi","Azahriah, DESH","39","0","11","HU","2023-10-24","58","False","161082","A ló túloldalán","2022-05-20","0.729","0.57","9","-6.072","1","0.181","0.283","1.02e-06","0.0765","0.593","156.999","4"
"1K17dNOOtcoC1gLcAbccPp","Tisztán iszom","Azahriah, DESH","38","0","12","HU","2023-10-24","59","False","180749","A ló túloldalán","2022-05-20","0.446","0.655","0","-6.945","0","0.0439","0.644","0.0","0.199","0.894","162.924","4"
"5sybMF2Gbm98ociatHQFpT","Latyo és haze","Kain, Ekhoe, Pogány Induló","37","0","13","HU","2023-10-24","60","True","153650","Focus","2023-01-13","0.824","0.536","1","-8.997","1","0.143","0.0725","0.0","0.129","0.419","125.046","4"
"59wn91U7xuJ5S1zkX8HmpK","Smash!","Ekhoe","36","0","14","HU","2023-10-24","60","True","144000","Sose Alszok","2023-04-07","0.763","0.531","11","-7.748","0","0.124","0.193","0.0","0.0917","0.217","80.023","4"
"7lemjnVRAqQtqqLdSqCKqM","Mind1","Azahriah, DESH","35","0","15","HU","2023-10-24","56","False","191538","A ló túloldalán","2022-05-20","0.741","0.658","2","-8.631","1","0.0717","0.548","0.0","0.119","0.467","103.942","4"
"31nfdEooLEq7dn3UMcIeB5","Vois sur ton chemin - Techno Mix","BENNETT","34","0","16","HU","2023-10-24","90","False","178156","Vois sur ton chemin (Techno Mix)","2023-08-04","0.634","0.824","2","-3.394","0","0.047","0.0908","0.0711","0.119","0.371","137.959","4"
"7cU3vDXfkH4bAemYBxuoJT","Miafasz","Azahriah, DESH","33","0","17","HU","2023-10-24","60","True","193542","A ló túloldalán","2022-05-20","0.696","0.707","8","-6.704","0","0.217","0.368","0.0","0.111","0.506","87.478","4"
